user_id,age,sex,user_lv_cd,user_reg_tm
209224,36-45ÀÍ,2,5,2013-06-13
209225,26-35ÀÍ,2,5,2013-06-13
209226,46-55ÀÍ,0,5,2010-09-13
209227,26-35ÀÍ,0,4,2010-09-13
209228,26-35ÀÍ,2,5,2013-06-13
209229,56ÀÍ“‘…œ,0,4,2010-09-13
209230,36-45ÀÍ,2,4,2013-06-13
209231,26-35ÀÍ,2,4,2013-06-13
209232,26-35ÀÍ,1,5,2013-06-13
209233,26-35ÀÍ,2,3,2013-06-13
209234,36-45ÀÍ,0,4,2010-09-13
209235,16-25ÀÍ,2,5,2013-06-13
209236,26-35ÀÍ,2,3,2013-06-13
209237,26-35ÀÍ,2,3,2013-06-13
209238,16-25ÀÍ,2,4,2013-06-13
209239,36-45ÀÍ,0,4,2010-09-13
209240,-1,2,4,2013-06-13
209241,26-35ÀÍ,0,5,2010-09-13
209242,-1,0,2,2010-09-13
209243,26-35ÀÍ,0,5,2013-06-13
209244,36-45ÀÍ,1,5,2010-09-13
209245,26-35ÀÍ,1,5,2013-06-13
209246,36-45ÀÍ,0,4,2013-06-13
209247,36-45ÀÍ,0,5,2013-06-13
209248,16-25ÀÍ,2,2,2013-06-13
209249,36-45ÀÍ,2,3,2013-06-13
209250,36-45ÀÍ,0,5,2010-09-13
209251,36-45ÀÍ,0,4,2010-09-13
209252,26-35ÀÍ,0,5,2013-06-13
209253,36-45ÀÍ,0,5,2010-09-13
209254,36-45ÀÍ,0,5,2013-06-13
209255,26-35ÀÍ,2,4,2013-06-13
209256,26-35ÀÍ,0,5,2008-11-26
209257,36-45ÀÍ,2,5,2013-06-13
209258,36-45ÀÍ,2,3,2013-06-13
209259,26-35ÀÍ,0,4,2010-09-13
209260,26-35ÀÍ,0,5,2013-06-13
209261,-1,2,1,2013-06-13
209262,36-45ÀÍ,0,4,2013-06-13
209263,26-35ÀÍ,0,5,2010-09-13
209264,26-35ÀÍ,1,5,2013-06-13
209265,36-45ÀÍ,0,5,2010-09-13
209266,36-45ÀÍ,2,3,2013-06-13
209267,26-35ÀÍ,2,3,2013-06-13
209268,26-35ÀÍ,2,4,2013-06-13
209269,36-45ÀÍ,2,3,2013-06-13
209270,36-45ÀÍ,2,5,2013-06-13
209271,16-25ÀÍ,0,5,2013-06-13
209272,26-35ÀÍ,0,5,2013-06-13
209273,26-35ÀÍ,0,5,2010-09-13
209274,26-35ÀÍ,0,4,2013-06-13
209275,-1,0,5,2010-09-14
209276,-1,0,2,2008-11-26
209277,16-25ÀÍ,2,4,2013-06-13
209278,26-35ÀÍ,0,4,2013-06-13
209279,26-35ÀÍ,2,4,2013-06-13
209280,36-45ÀÍ,0,5,2013-06-13
209281,36-45ÀÍ,2,3,2013-06-13
209282,36-45ÀÍ,2,3,2013-06-13
209283,-1,2,3,2013-06-13
209284,26-35ÀÍ,0,5,2010-09-14
209285,26-35ÀÍ,0,5,2010-09-14
209286,26-35ÀÍ,0,5,2010-09-14
209287,26-35ÀÍ,2,4,2013-06-13
209288,16-25ÀÍ,0,5,2013-06-13
209289,26-35ÀÍ,2,5,2013-06-13
209290,26-35ÀÍ,0,5,2013-06-13
209291,16-25ÀÍ,0,3,2013-06-13
209292,26-35ÀÍ,2,4,2013-06-13
209293,26-35ÀÍ,2,4,2013-06-13
209294,36-45ÀÍ,2,4,2013-06-13
209295,26-35ÀÍ,2,4,2013-06-13
209296,26-35ÀÍ,2,4,2013-06-13
209297,26-35ÀÍ,2,5,2013-06-13
209298,36-45ÀÍ,0,3,2013-06-13
209299,26-35ÀÍ,2,3,2013-06-13
209300,36-45ÀÍ,0,5,2008-11-26
209301,36-45ÀÍ,2,5,2013-06-14
209302,26-35ÀÍ,0,4,2010-09-14
209303,16-25ÀÍ,2,4,2013-06-14
209304,26-35ÀÍ,2,5,2013-06-14
209305,36-45ÀÍ,2,4,2013-06-14
209306,36-45ÀÍ,2,4,2013-06-14
209307,16-25ÀÍ,2,4,2013-06-14
209308,36-45ÀÍ,2,5,2013-06-14
209309,-1,0,5,2008-11-26
209310,26-35ÀÍ,0,4,2010-09-14
209311,36-45ÀÍ,2,3,2013-06-14
209312,26-35ÀÍ,2,5,2013-06-14
209313,26-35ÀÍ,2,5,2013-06-14
209314,26-35ÀÍ,0,5,2013-06-14
209315,26-35ÀÍ,2,5,2013-06-14
209316,36-45ÀÍ,2,5,2013-06-14
209317,26-35ÀÍ,0,5,2010-09-14
209318,26-35ÀÍ,2,5,2013-06-14
209319,26-35ÀÍ,1,4,2013-06-14
209320,26-35ÀÍ,0,5,2010-09-14
209321,36-45ÀÍ,2,5,2010-09-14
209322,36-45ÀÍ,0,4,2007-03-10
209323,26-35ÀÍ,2,4,2013-06-14
209324,26-35ÀÍ,2,4,2013-06-14
209325,46-55ÀÍ,2,2,2013-06-14
209326,26-35ÀÍ,2,4,2013-06-14
209327,36-45ÀÍ,0,4,2013-06-14
209328,26-35ÀÍ,2,4,2013-06-14
209329,-1,2,2,2013-06-14
209330,46-55ÀÍ,2,4,2013-06-14
209331,36-45ÀÍ,2,4,2013-06-14
209332,26-35ÀÍ,2,4,2013-06-14
209333,26-35ÀÍ,0,4,2010-09-14
209334,36-45ÀÍ,0,4,2010-09-14
209335,26-35ÀÍ,1,5,2013-06-14
209336,-1,2,5,2013-06-14
209337,26-35ÀÍ,2,3,2013-06-14
209338,36-45ÀÍ,0,5,2013-06-14
209339,26-35ÀÍ,2,4,2013-06-14
209340,16-25ÀÍ,0,3,2010-09-14
209341,26-35ÀÍ,0,5,2010-09-14
209342,26-35ÀÍ,0,5,2010-09-14
209343,26-35ÀÍ,2,5,2013-06-14
209344,36-45ÀÍ,2,4,2013-06-14
209345,26-35ÀÍ,2,4,2013-06-14
209346,26-35ÀÍ,1,5,2010-09-14
209347,36-45ÀÍ,2,5,2013-06-14
209348,16-25ÀÍ,0,4,2010-09-14
209349,26-35ÀÍ,2,5,2013-06-14
209350,36-45ÀÍ,2,4,2013-06-14
209351,26-35ÀÍ,0,4,2013-06-14
209352,36-45ÀÍ,1,5,2008-11-26
209353,36-45ÀÍ,2,5,2013-06-14
209354,26-35ÀÍ,0,4,2013-06-14
209355,36-45ÀÍ,1,4,2013-06-14
209356,26-35ÀÍ,0,5,2008-11-26
209357,26-35ÀÍ,1,4,2013-06-14
209358,26-35ÀÍ,0,4,2010-09-14
209359,26-35ÀÍ,0,5,2010-09-14
209360,36-45ÀÍ,0,5,2010-09-14
209361,26-35ÀÍ,2,5,2013-06-14
209362,36-45ÀÍ,0,5,2010-09-14
209363,-1,2,4,2013-06-14
209364,-1,2,4,2013-06-14
209365,26-35ÀÍ,2,4,2013-06-14
209366,26-35ÀÍ,2,4,2013-06-14
209367,-1,2,5,2013-06-14
209368,26-35ÀÍ,2,3,2013-06-14
209369,26-35ÀÍ,2,5,2013-06-14
209370,16-25ÀÍ,2,3,2013-06-14
209371,26-35ÀÍ,2,3,2013-06-14
209372,36-45ÀÍ,0,5,2004-10-31
209373,36-45ÀÍ,1,2,2013-06-14
209374,36-45ÀÍ,2,4,2013-06-14
209375,26-35ÀÍ,1,5,2013-06-14
209376,26-35ÀÍ,0,5,2010-09-14
209377,36-45ÀÍ,0,5,2013-06-14
209378,26-35ÀÍ,2,5,2013-06-14
209379,26-35ÀÍ,1,5,2013-06-14
209380,26-35ÀÍ,2,3,2013-06-14
209381,-1,1,5,2010-09-14
209382,26-35ÀÍ,1,5,2008-11-26
209383,36-45ÀÍ,2,5,2013-06-14
209384,36-45ÀÍ,2,4,2013-06-14
209385,16-25ÀÍ,2,4,2013-06-14
209386,36-45ÀÍ,2,5,2013-06-14
209387,26-35ÀÍ,2,3,2013-06-14
209388,26-35ÀÍ,2,3,2013-06-14
209389,36-45ÀÍ,0,5,2010-09-14
209390,36-45ÀÍ,0,5,2010-09-14
209391,26-35ÀÍ,2,2,2013-06-14
209392,36-45ÀÍ,1,5,2010-09-14
209393,16-25ÀÍ,0,3,2013-06-14
209394,36-45ÀÍ,2,3,2013-06-14
209395,16-25ÀÍ,1,2,2016-05-11
209396,26-35ÀÍ,2,2,2013-06-14
209397,36-45ÀÍ,0,5,2008-11-26
209398,26-35ÀÍ,1,2,2013-06-14
209399,36-45ÀÍ,2,4,2013-06-14
209400,26-35ÀÍ,0,5,2010-09-14
209401,36-45ÀÍ,0,5,2010-09-14
209402,26-35ÀÍ,0,5,2010-09-14
209403,26-35ÀÍ,2,4,2013-06-14
209404,26-35ÀÍ,0,3,2010-09-14
209405,26-35ÀÍ,2,4,2013-06-14
209406,36-45ÀÍ,2,4,2013-06-14
209407,26-35ÀÍ,2,4,2013-06-14
209408,26-35ÀÍ,2,5,2013-06-15
209409,26-35ÀÍ,1,5,2010-09-14
209410,26-35ÀÍ,0,4,2013-06-15
209411,36-45ÀÍ,2,3,2013-06-15
209412,36-45ÀÍ,2,4,2013-06-15
209413,36-45ÀÍ,0,5,2008-11-26
209414,26-35ÀÍ,2,3,2013-06-15
209415,36-45ÀÍ,2,4,2013-06-15
209416,26-35ÀÍ,2,3,2013-06-15
209417,26-35ÀÍ,2,4,2013-06-15
209418,-1,0,5,2008-11-27
209419,26-35ÀÍ,2,5,2013-06-15
209420,26-35ÀÍ,0,5,2013-06-15
209421,36-45ÀÍ,0,4,2013-06-15
209422,-1,2,3,2013-06-15
209423,36-45ÀÍ,0,5,2013-06-15
209424,36-45ÀÍ,2,4,2013-06-15
209425,26-35ÀÍ,2,4,2013-06-15
209426,26-35ÀÍ,1,4,2013-06-15
209427,-1,2,2,2013-06-15
209428,36-45ÀÍ,2,3,2013-06-15
209429,26-35ÀÍ,0,4,2008-11-27
209430,36-45ÀÍ,0,5,2013-06-15
209431,26-35ÀÍ,0,4,2013-06-15
209432,26-35ÀÍ,2,4,2013-06-15
209433,26-35ÀÍ,2,3,2013-06-15
209434,26-35ÀÍ,2,5,2013-06-15
209435,26-35ÀÍ,0,5,2010-09-14
209436,-1,0,2,2010-09-14
209437,16-25ÀÍ,2,3,2013-06-15
209438,-1,2,1,2013-06-15
209439,26-35ÀÍ,0,5,2013-06-15
209440,26-35ÀÍ,0,5,2013-06-15
209441,26-35ÀÍ,0,5,2010-09-14
209442,36-45ÀÍ,2,4,2013-06-15
209443,26-35ÀÍ,0,3,2010-09-14
209444,36-45ÀÍ,2,4,2013-06-15
209445,26-35ÀÍ,2,4,2013-06-15
209446,36-45ÀÍ,2,5,2013-06-15
209447,26-35ÀÍ,0,4,2013-06-15
209448,36-45ÀÍ,2,4,2013-06-15
209449,36-45ÀÍ,2,5,2013-06-15
209450,26-35ÀÍ,0,5,2010-09-14
209451,36-45ÀÍ,0,3,2010-09-14
209452,26-35ÀÍ,0,5,2013-06-15
209453,26-35ÀÍ,2,4,2013-06-15
209454,26-35ÀÍ,0,5,2010-09-14
209455,26-35ÀÍ,2,4,2013-06-15
209456,26-35ÀÍ,2,4,2013-06-15
209457,16-25ÀÍ,2,4,2013-06-15
209458,36-45ÀÍ,0,5,2013-06-15
209459,26-35ÀÍ,2,5,2013-06-15
209460,36-45ÀÍ,2,4,2013-06-15
209461,26-35ÀÍ,0,5,2013-06-15
209462,46-55ÀÍ,2,2,2013-06-15
209463,26-35ÀÍ,0,4,2010-09-14
209464,26-35ÀÍ,0,5,2010-09-14
209465,26-35ÀÍ,2,5,2013-06-15
209466,36-45ÀÍ,1,5,2013-06-15
209467,26-35ÀÍ,0,3,2010-09-14
209468,26-35ÀÍ,2,5,2013-06-15
209469,16-25ÀÍ,0,5,2013-06-15
209470,26-35ÀÍ,0,5,2013-06-15
209471,26-35ÀÍ,2,4,2013-06-15
209472,36-45ÀÍ,0,5,2013-06-15
209473,26-35ÀÍ,0,5,2013-06-15
209474,46-55ÀÍ,0,5,2013-06-15
209475,26-35ÀÍ,0,4,2010-09-14
209476,16-25ÀÍ,2,4,2013-06-15
209477,26-35ÀÍ,1,3,2010-09-14
209478,46-55ÀÍ,2,5,2013-06-15
209479,26-35ÀÍ,0,5,2010-09-14
209480,26-35ÀÍ,2,3,2013-06-15
209481,36-45ÀÍ,0,3,2013-06-15
209482,36-45ÀÍ,2,4,2013-06-15
209483,26-35ÀÍ,2,3,2013-06-15
209484,36-45ÀÍ,2,5,2013-06-15
209485,26-35ÀÍ,0,4,2013-06-15
209486,36-45ÀÍ,2,5,2013-06-15
209487,26-35ÀÍ,0,5,2010-09-14
209488,46-55ÀÍ,0,5,2013-06-15
209489,26-35ÀÍ,2,4,2013-06-15
209490,26-35ÀÍ,0,4,2013-06-15
209491,-1,2,5,2013-06-15
209492,-1,0,4,2013-06-15
209493,26-35ÀÍ,2,4,2013-06-15
209494,26-35ÀÍ,2,2,2013-06-15
209495,26-35ÀÍ,0,4,2008-11-27
209496,26-35ÀÍ,2,5,2013-06-15
209497,16-25ÀÍ,2,4,2013-06-15
209498,36-45ÀÍ,2,3,2013-06-15
209499,56ÀÍ“‘…œ,0,5,2013-06-15
209500,26-35ÀÍ,0,4,2013-06-15
209501,-1,0,5,2008-11-27
209502,16-25ÀÍ,0,5,2013-06-15
209503,26-35ÀÍ,0,4,2010-09-14
209504,26-35ÀÍ,0,4,2010-09-14
209505,36-45ÀÍ,2,3,2013-06-15
209506,26-35ÀÍ,2,3,2013-06-15
209507,36-45ÀÍ,2,2,2013-06-15
209508,26-35ÀÍ,2,3,2013-06-15
209509,26-35ÀÍ,1,4,2010-09-14
209510,26-35ÀÍ,0,3,2010-09-14
209511,26-35ÀÍ,2,5,2013-06-15
209512,16-25ÀÍ,1,4,2013-06-15
209513,36-45ÀÍ,0,2,2013-06-15
209514,26-35ÀÍ,0,5,2010-09-14
209515,46-55ÀÍ,0,3,2010-09-15
209516,26-35ÀÍ,2,5,2013-06-15
209517,26-35ÀÍ,2,3,2013-06-15
209518,36-45ÀÍ,2,4,2013-06-15
209519,26-35ÀÍ,0,4,2010-09-15
209520,26-35ÀÍ,0,5,2013-06-15
209521,36-45ÀÍ,2,5,2013-06-15
209522,26-35ÀÍ,2,5,2013-06-15
209523,26-35ÀÍ,0,4,2013-06-15
209524,36-45ÀÍ,0,5,2008-11-27
209525,36-45ÀÍ,2,5,2013-06-15
209526,26-35ÀÍ,2,5,2013-06-15
209527,36-45ÀÍ,2,5,2013-06-15
209528,36-45ÀÍ,2,4,2013-06-15
209529,36-45ÀÍ,2,3,2013-06-15
209530,26-35ÀÍ,2,4,2013-06-15
209531,26-35ÀÍ,2,3,2013-06-15
209532,36-45ÀÍ,0,4,2010-09-15
209533,36-45ÀÍ,2,4,2013-06-16
209534,16-25ÀÍ,0,4,2013-06-16
209535,16-25ÀÍ,0,3,2013-06-16
209536,16-25ÀÍ,0,4,2013-06-16
209537,36-45ÀÍ,0,4,2013-06-16
209538,56ÀÍ“‘…œ,0,4,2013-06-16
209539,26-35ÀÍ,2,4,2013-06-16
209540,26-35ÀÍ,2,5,2013-06-16
209541,26-35ÀÍ,1,3,2013-06-16
209542,26-35ÀÍ,0,5,2008-11-27
209543,46-55ÀÍ,0,5,2010-09-15
209544,26-35ÀÍ,0,3,2010-09-15
209545,36-45ÀÍ,2,5,2013-06-16
209546,46-55ÀÍ,2,3,2013-06-16
209547,36-45ÀÍ,0,5,2008-11-27
209548,36-45ÀÍ,2,4,2013-06-16
209549,36-45ÀÍ,0,5,2010-09-15
209550,16-25ÀÍ,0,4,2010-09-15
209551,36-45ÀÍ,0,5,2010-09-15
209552,26-35ÀÍ,2,5,2013-06-16
209553,46-55ÀÍ,0,4,2013-06-16
209554,36-45ÀÍ,0,5,2013-06-16
209555,36-45ÀÍ,2,3,2013-06-16
209556,46-55ÀÍ,2,4,2013-06-16
209557,26-35ÀÍ,2,5,2013-06-16
209558,36-45ÀÍ,2,3,2013-06-16
209559,26-35ÀÍ,2,5,2013-06-16
209560,36-45ÀÍ,2,3,2013-06-16
209561,36-45ÀÍ,2,4,2013-06-16
209562,-1,0,3,2013-06-16
209563,36-45ÀÍ,0,5,2010-09-15
209564,26-35ÀÍ,2,5,2013-06-16
209565,36-45ÀÍ,0,5,2008-11-27
209566,26-35ÀÍ,2,5,2013-06-16
209567,36-45ÀÍ,2,4,2013-06-16
209568,26-35ÀÍ,2,4,2013-06-16
209569,26-35ÀÍ,0,4,2010-09-15
209570,26-35ÀÍ,2,5,2013-06-16
209571,26-35ÀÍ,2,4,2013-06-16
209572,26-35ÀÍ,2,4,2013-06-16
209573,26-35ÀÍ,2,5,2013-06-16
209574,26-35ÀÍ,0,5,2008-11-27
209575,26-35ÀÍ,2,4,2013-06-16
209576,26-35ÀÍ,0,3,2010-09-15
209577,16-25ÀÍ,0,4,2013-06-16
209578,36-45ÀÍ,0,5,2008-11-27
209579,16-25ÀÍ,2,5,2013-06-16
209580,-1,0,4,2010-09-15
209581,26-35ÀÍ,2,3,2013-06-16
209582,26-35ÀÍ,0,4,2013-06-16
209583,26-35ÀÍ,2,4,2013-06-16
209584,26-35ÀÍ,0,5,2013-06-16
209585,26-35ÀÍ,2,2,2013-06-16
209586,26-35ÀÍ,2,5,2013-06-16
209587,36-45ÀÍ,2,4,2013-06-16
209588,26-35ÀÍ,0,5,2013-06-16
209589,26-35ÀÍ,0,5,2010-09-15
209590,26-35ÀÍ,0,5,2010-09-15
209591,26-35ÀÍ,2,5,2013-06-16
209592,26-35ÀÍ,0,4,2010-09-15
209593,26-35ÀÍ,2,4,2010-09-15
209594,-1,2,1,2013-06-16
209595,26-35ÀÍ,2,3,2013-06-16
209596,36-45ÀÍ,1,2,2013-06-16
209597,-1,0,2,2010-09-15
209598,36-45ÀÍ,0,5,2010-09-15
209599,-1,2,2,2013-06-16
209600,36-45ÀÍ,2,5,2013-06-16
209601,26-35ÀÍ,2,5,2013-06-16
209602,26-35ÀÍ,0,5,2010-09-15
209603,26-35ÀÍ,0,5,2013-06-16
209604,26-35ÀÍ,0,5,2010-09-15
209605,26-35ÀÍ,2,4,2013-06-16
209606,26-35ÀÍ,0,5,2010-09-15
209607,56ÀÍ“‘…œ,2,3,2013-06-16
209608,26-35ÀÍ,2,4,2013-06-16
209609,36-45ÀÍ,2,3,2013-06-16
209610,16-25ÀÍ,0,5,2013-06-16
209611,26-35ÀÍ,2,3,2013-06-16
209612,26-35ÀÍ,0,5,2013-06-16
209613,-1,2,2,2013-06-16
209614,36-45ÀÍ,2,4,2013-06-16
209615,26-35ÀÍ,0,5,2010-09-15
209616,36-45ÀÍ,2,5,2013-06-16
209617,26-35ÀÍ,2,3,2013-06-16
209618,36-45ÀÍ,2,3,2013-06-16
209619,-1,2,2,2013-06-16
209620,36-45ÀÍ,2,4,2013-06-16
209621,36-45ÀÍ,2,3,2013-06-16
209622,26-35ÀÍ,0,4,2013-06-16
209623,26-35ÀÍ,2,4,2013-06-16
209624,36-45ÀÍ,2,2,2013-06-16
209625,36-45ÀÍ,2,2,2013-06-16
209626,46-55ÀÍ,0,3,2013-06-16
209627,26-35ÀÍ,0,3,2010-09-15
209628,36-45ÀÍ,2,3,2013-06-16
209629,36-45ÀÍ,2,3,2013-06-16
209630,26-35ÀÍ,0,3,2013-06-16
209631,26-35ÀÍ,0,5,2008-11-27
209632,-1,2,2,2013-06-16
209633,56ÀÍ“‘…œ,2,4,2013-06-16
209634,26-35ÀÍ,0,5,2010-09-15
209635,26-35ÀÍ,2,4,2013-06-16
209636,26-35ÀÍ,1,4,2013-06-16
209637,-1,2,1,2013-06-16
209638,26-35ÀÍ,2,4,2013-06-16
209639,36-45ÀÍ,0,5,2010-09-15
209640,26-35ÀÍ,2,4,2013-06-16
209641,36-45ÀÍ,1,4,2013-06-16
209642,26-35ÀÍ,2,3,2013-06-16
209643,-1,2,3,2013-06-16
209644,26-35ÀÍ,2,5,2013-06-16
209645,36-45ÀÍ,2,3,2013-06-16
209646,36-45ÀÍ,0,5,2013-06-16
209647,26-35ÀÍ,2,4,2013-06-16
209648,26-35ÀÍ,2,2,2013-06-16
209649,26-35ÀÍ,2,3,2010-09-15
209650,36-45ÀÍ,0,5,2013-06-16
209651,26-35ÀÍ,0,4,2010-09-15
209652,26-35ÀÍ,0,5,2013-06-16
209653,26-35ÀÍ,2,5,2013-06-16
209654,26-35ÀÍ,2,5,2013-06-16
209655,36-45ÀÍ,2,5,2013-06-16
209656,26-35ÀÍ,2,4,2013-06-17
209657,36-45ÀÍ,0,5,2008-11-27
209658,26-35ÀÍ,2,4,2013-06-17
209659,26-35ÀÍ,0,5,2004-11-01
209660,36-45ÀÍ,0,4,2013-06-17
209661,26-35ÀÍ,0,5,2010-09-15
209662,26-35ÀÍ,2,4,2013-06-17
209663,26-35ÀÍ,2,3,2013-06-17
209664,36-45ÀÍ,2,5,2013-06-17
209665,26-35ÀÍ,0,5,2008-11-27
209666,26-35ÀÍ,2,5,2013-06-17
209667,26-35ÀÍ,2,4,2013-06-17
209668,16-25ÀÍ,0,4,2013-06-17
209669,26-35ÀÍ,1,5,2013-06-17
209670,36-45ÀÍ,1,4,2013-06-17
209671,26-35ÀÍ,2,5,2013-06-17
209672,26-35ÀÍ,1,5,2010-09-15
209673,26-35ÀÍ,2,5,2013-06-17
209674,26-35ÀÍ,1,5,2010-09-15
209675,26-35ÀÍ,1,4,2013-06-17
209676,16-25ÀÍ,0,5,2013-06-17
209677,36-45ÀÍ,2,4,2013-06-17
209678,36-45ÀÍ,2,5,2013-06-17
209679,26-35ÀÍ,2,4,2013-06-17
209680,-1,0,4,2010-09-15
209681,26-35ÀÍ,0,5,2010-09-15
209682,36-45ÀÍ,0,3,2010-09-15
209683,-1,2,2,2013-06-17
209684,36-45ÀÍ,2,4,2013-06-17
209685,36-45ÀÍ,2,5,2013-06-17
209686,36-45ÀÍ,1,3,2013-06-17
209687,26-35ÀÍ,2,5,2013-06-17
209688,46-55ÀÍ,0,4,2013-06-17
209689,36-45ÀÍ,2,5,2013-06-17
209690,-1,0,4,2008-11-27
209691,26-35ÀÍ,0,5,2013-06-17
209692,16-25ÀÍ,0,4,2010-09-15
209693,36-45ÀÍ,1,5,2010-09-15
209694,56ÀÍ“‘…œ,0,5,2010-09-15
209695,16-25ÀÍ,2,4,2013-06-17
209696,26-35ÀÍ,1,3,2013-06-17
209697,26-35ÀÍ,2,5,2013-06-17
209698,36-45ÀÍ,2,3,2013-06-17
209699,16-25ÀÍ,0,5,2013-06-17
209700,26-35ÀÍ,2,5,2013-06-17
209701,26-35ÀÍ,2,5,2013-06-17
209702,26-35ÀÍ,2,3,2013-06-17
209703,36-45ÀÍ,2,5,2013-06-17
209704,36-45ÀÍ,2,3,2013-06-17
209705,36-45ÀÍ,2,5,2013-06-17
209706,16-25ÀÍ,2,4,2013-06-17
209707,26-35ÀÍ,1,5,2010-09-15
209708,26-35ÀÍ,2,3,2013-06-17
209709,26-35ÀÍ,0,5,2010-09-15
209710,26-35ÀÍ,2,3,2013-06-17
209711,26-35ÀÍ,2,5,2013-06-17
209712,16-25ÀÍ,2,4,2013-06-17
209713,-1,2,2,2013-06-17
209714,26-35ÀÍ,2,5,2013-06-17
209715,16-25ÀÍ,2,3,2013-06-17
209716,16-25ÀÍ,0,5,2010-09-15
209717,26-35ÀÍ,2,5,2013-06-17
209718,36-45ÀÍ,0,5,2013-06-17
209719,26-35ÀÍ,0,5,2010-09-15
209720,26-35ÀÍ,2,4,2013-06-17
209721,26-35ÀÍ,2,5,2013-06-17
209722,26-35ÀÍ,0,5,2010-09-15
209723,26-35ÀÍ,2,4,2013-06-17
209724,36-45ÀÍ,2,3,2013-06-17
209725,36-45ÀÍ,2,3,2013-06-17
209726,26-35ÀÍ,0,4,2013-06-17
209727,-1,0,3,2010-09-15
209728,26-35ÀÍ,0,5,2010-09-16
209729,26-35ÀÍ,0,5,2010-09-16
209730,36-45ÀÍ,1,5,2010-09-16
209731,16-25ÀÍ,2,3,2013-06-17
209732,56ÀÍ“‘…œ,2,3,2013-06-17
209733,26-35ÀÍ,2,5,2013-06-17
209734,16-25ÀÍ,0,5,2013-06-17
209735,46-55ÀÍ,2,4,2013-06-17
209736,26-35ÀÍ,2,4,2013-06-17
209737,26-35ÀÍ,2,4,2013-06-17
209738,16-25ÀÍ,2,2,2013-06-17
209739,-1,0,4,2010-09-16
209740,26-35ÀÍ,0,4,2013-06-17
209741,26-35ÀÍ,0,5,2013-06-17
209742,26-35ÀÍ,0,5,2010-09-16
209743,36-45ÀÍ,0,5,2010-09-16
209744,36-45ÀÍ,2,3,2013-06-17
209745,36-45ÀÍ,1,5,2010-09-16
209746,26-35ÀÍ,2,2,2013-06-17
209747,26-35ÀÍ,0,4,2013-06-17
209748,36-45ÀÍ,2,5,2013-06-17
209749,36-45ÀÍ,0,4,2010-09-16
209750,26-35ÀÍ,0,5,2010-09-16
209751,26-35ÀÍ,0,4,2010-09-16
209752,26-35ÀÍ,2,3,2013-06-17
209753,26-35ÀÍ,0,5,2010-09-16
209754,26-35ÀÍ,2,4,2013-06-17
209755,26-35ÀÍ,2,4,2013-06-17
209756,36-45ÀÍ,2,4,2013-06-17
209757,26-35ÀÍ,0,4,2010-09-16
209758,26-35ÀÍ,0,5,2010-09-16
209759,26-35ÀÍ,0,3,2013-06-17
209760,16-25ÀÍ,2,2,2013-06-17
209761,26-35ÀÍ,0,4,2013-06-17
209762,46-55ÀÍ,0,4,2010-09-16
209763,26-35ÀÍ,1,5,2010-09-16
209764,36-45ÀÍ,0,3,2013-06-17
209765,26-35ÀÍ,2,3,2013-06-17
209766,26-35ÀÍ,2,4,2013-06-17
209767,26-35ÀÍ,0,5,2010-09-16
209768,-1,2,2,2013-06-17
209769,36-45ÀÍ,2,3,2013-06-17
209770,26-35ÀÍ,0,4,2013-06-17
209771,26-35ÀÍ,0,5,2010-09-16
209772,26-35ÀÍ,2,4,2013-06-17
209773,26-35ÀÍ,2,4,2013-06-17
209774,26-35ÀÍ,2,4,2013-06-17
209775,26-35ÀÍ,2,4,2013-06-17
209776,26-35ÀÍ,0,5,2008-11-28
209777,36-45ÀÍ,0,5,2010-09-16
209778,26-35ÀÍ,1,4,2013-06-17
209779,36-45ÀÍ,0,5,2013-06-17
209780,26-35ÀÍ,0,5,2013-06-17
209781,26-35ÀÍ,2,4,2013-06-17
209782,26-35ÀÍ,2,3,2013-06-17
209783,36-45ÀÍ,2,3,2013-06-17
209784,26-35ÀÍ,2,5,2013-06-17
209785,26-35ÀÍ,0,5,2010-09-16
209786,-1,2,4,2013-06-17
209787,26-35ÀÍ,0,3,2010-09-16
209788,26-35ÀÍ,2,3,2013-06-17
209789,26-35ÀÍ,2,5,2013-06-17
209790,26-35ÀÍ,2,4,2013-06-17
209791,26-35ÀÍ,2,3,2013-06-17
209792,26-35ÀÍ,2,4,2013-06-17
209793,16-25ÀÍ,2,5,2013-06-17
209794,46-55ÀÍ,0,5,2010-09-16
209795,36-45ÀÍ,1,5,2013-06-17
209796,26-35ÀÍ,2,2,2013-06-17
209797,36-45ÀÍ,0,5,2010-09-16
209798,26-35ÀÍ,2,3,2013-06-17
209799,36-45ÀÍ,1,5,2013-06-17
209800,26-35ÀÍ,2,3,2013-06-17
209801,26-35ÀÍ,2,4,2013-06-17
209802,16-25ÀÍ,2,4,2013-06-17
209803,26-35ÀÍ,0,4,2013-06-17
209804,26-35ÀÍ,2,3,2013-06-17
209805,26-35ÀÍ,2,3,2013-06-17
209806,36-45ÀÍ,2,4,2013-06-17
209807,-1,0,5,2008-11-28
209808,36-45ÀÍ,0,3,2010-09-16
209809,36-45ÀÍ,0,5,2010-09-16
209810,26-35ÀÍ,0,5,2007-03-12
209811,36-45ÀÍ,2,4,2013-06-17
209812,26-35ÀÍ,0,4,2013-06-17
209813,26-35ÀÍ,1,5,2010-09-16
209814,36-45ÀÍ,0,3,2013-06-17
209815,26-35ÀÍ,2,5,2013-06-17
