sku_id,a1,a2,a3,cate,brand,browse_num,addcart_num,delcart_num,buy_num,favor_num,click_num,buy_addcart_ratio,buy_browse_ratio,buy_click_ratio,buy_favor_ratio,comment_num,has_bad_comment,bad_comment_rate
18412,3,1,1,8,214,28.0,2.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,,4.0,1.0,0.0211
18611,3,1,1,8,214,6.0,0.0,0.0,0.0,0.0,11.0,,0.0,0.0,,2.0,0.0,0.0
19205,1,2,2,8,658,16.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,,,,
19233,-1,-1,1,8,857,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.0,1.0,0.0665
19960,1,1,2,8,885,3.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,3.0,0.0,0.0
19973,1,2,1,8,658,1.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,4.0,1.0,0.0166
20308,3,1,1,8,306,14.0,1.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,,4.0,1.0,0.0132
20591,3,2,2,8,214,4.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,,,,
20878,1,2,1,8,545,4.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,,4.0,1.0,0.0543
21147,1,1,1,8,403,8.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,,4.0,1.0,0.0236
21457,3,2,1,8,214,3.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,4.0,1.0,0.0288
21681,2,1,1,8,812,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,3.0,1.0,0.0909
21916,3,1,2,8,214,18.0,0.0,0.0,0.0,0.0,13.0,,0.0,0.0,,2.0,0.0,0.0
22030,1,1,2,8,403,4.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,3.0,1.0,0.0588
22387,1,1,1,8,30,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,4.0,1.0,0.0537
22499,3,1,2,8,214,2.0,2.0,0.0,1.0,0.0,10.0,0.5,0.5,0.1,1.0,4.0,1.0,0.0236
22876,-1,1,1,8,766,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,4.0,1.0,0.0211
24371,1,2,1,8,545,31.0,2.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,,4.0,1.0,0.0186
24520,3,2,1,8,214,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,4.0,1.0,0.0083
24679,1,2,2,8,658,1.0,0.0,0.0,0.0,0.0,11.0,,0.0,0.0,,4.0,1.0,0.0335
25409,3,1,1,8,489,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,3.0,0.0,0.0
2582,1,1,1,8,885,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,3.0,0.0,0.0
26372,3,1,2,8,489,10.0,0.0,0.0,0.0,0.0,13.0,,0.0,0.0,,4.0,1.0,0.0143
26395,1,1,1,8,658,3.0,0.0,0.0,0.0,0.0,12.0,,0.0,0.0,,3.0,0.0,0.0
2677,1,1,2,8,427,7.0,0.0,0.0,0.0,0.0,16.0,,0.0,0.0,,4.0,1.0,0.0481
27254,1,2,1,8,427,6.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,,4.0,1.0,0.0299
276,3,1,2,8,306,24.0,3.0,3.0,0.0,0.0,69.0,0.0,0.0,0.0,,3.0,1.0,0.0294
27858,1,1,2,8,677,2.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,,4.0,1.0,0.0303
28096,3,1,2,8,489,1.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0311
281,3,1,1,8,214,6.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,,4.0,0.0,0.0
28754,3,2,2,8,214,2.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,,2.0,0.0,0.0
29593,1,2,2,8,545,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,3.0,1.0,0.0435
30460,1,2,2,8,800,4.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,2.0,0.0,0.0
3067,1,1,1,8,693,4.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,4.0,1.0,0.0423
312,3,-1,2,8,214,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,1.0,0.0,0.0
31628,3,1,2,8,214,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,4.0,1.0,0.0576
31662,1,1,1,8,545,26.0,1.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0199
3205,3,2,1,8,214,2.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,,3.0,0.0,0.0
32361,1,-1,-1,8,885,0.0,0.0,0.0,0.0,0.0,32.0,,,0.0,,4.0,1.0,0.0225
32465,3,1,2,8,489,26.0,2.0,1.0,0.0,0.0,47.0,0.0,0.0,0.0,,4.0,1.0,0.0187
32774,3,-1,1,8,489,4.0,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,,4.0,1.0,0.0641
33445,3,1,2,8,489,6.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,,4.0,1.0,0.013999999999999999
34186,-1,-1,1,8,484,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,,,
34314,1,1,2,8,545,3.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0115
3448,1,-1,-1,8,885,8.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,4.0,1.0,0.0176
34697,3,2,1,8,214,4.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,4.0,1.0,0.0331
36240,3,1,2,8,489,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,3.0,0.0,0.0
36307,3,1,2,8,306,24.0,3.0,2.0,1.0,0.0,34.0,0.3333333333333333,0.041666666666666664,0.029411764705882353,1.0,4.0,1.0,0.0221
37638,3,1,1,8,306,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,4.0,1.0,0.0329
37931,2,1,2,8,623,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,2.0,0.0,0.0
37957,3,2,1,8,489,29.0,2.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,,4.0,1.0,0.0183
37995,1,2,1,8,30,8.0,0.0,0.0,0.0,0.0,15.0,,0.0,0.0,,4.0,1.0,0.0413
38222,3,2,2,8,489,4.0,1.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0167
38594,-1,1,2,8,244,2.0,0.0,1.0,0.0,1.0,3.0,,0.0,0.0,0.0,3.0,1.0,0.0222
38639,1,1,2,8,800,4.0,0.0,1.0,0.0,0.0,27.0,,0.0,0.0,,4.0,1.0,0.0374
3882,3,1,1,8,489,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,3.0,0.0,0.0
38955,3,1,2,8,214,1.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0648
3919,1,1,1,8,800,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,4.0,1.0,0.0278
39253,1,1,1,8,403,6.0,0.0,0.0,0.0,0.0,12.0,,0.0,0.0,,4.0,1.0,0.0241
39425,3,1,-1,8,214,13.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,,4.0,1.0,0.03
39625,3,1,-1,8,214,4.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,4.0,1.0,0.023
40336,1,1,2,8,545,34.0,6.0,1.0,2.0,0.0,53.0,0.3333333333333333,0.058823529411764705,0.03773584905660377,1.0,4.0,1.0,0.0132
41101,1,2,2,8,658,7.0,0.0,0.0,0.0,0.0,19.0,,0.0,0.0,,4.0,1.0,0.0246
41621,3,1,1,8,214,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,2.0,0.0,0.0
42199,1,1,1,8,545,14.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,,4.0,1.0,0.0215
42721,1,1,2,8,30,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.0,1.0,0.0152
42940,2,1,2,8,812,3.0,0.0,0.0,0.0,0.0,12.0,,0.0,0.0,,2.0,1.0,0.1667
43062,3,1,2,8,306,5.0,0.0,1.0,0.0,0.0,16.0,,0.0,0.0,,4.0,1.0,0.0343
43443,3,-1,1,8,214,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,2.0,0.0,0.0
43449,1,2,1,8,693,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0496
43855,3,1,2,8,489,8.0,0.0,0.0,0.0,0.0,20.0,,0.0,0.0,,4.0,1.0,0.0294
44629,3,-1,1,8,489,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0441
44854,1,1,1,8,30,25.0,1.0,2.0,0.0,0.0,32.0,0.0,0.0,0.0,,4.0,1.0,0.0266
45034,1,1,1,8,545,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,
46676,1,-1,1,8,885,4.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,4.0,1.0,0.0351
46990,1,1,2,8,403,13.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,,4.0,1.0,0.0335
47107,3,1,-1,8,214,3.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,,4.0,1.0,0.0284
47193,1,2,1,8,403,6.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,,4.0,1.0,0.0223
47290,1,2,2,8,403,4.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,3.0,1.0,0.0556
47895,3,-1,2,8,489,10.0,0.0,1.0,0.0,0.0,21.0,,0.0,0.0,,4.0,1.0,0.0176
48554,2,1,2,8,812,13.0,0.0,0.0,0.0,0.0,27.0,,0.0,0.0,,,,
4856,3,1,2,8,214,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0
48895,3,2,1,8,489,16.0,0.0,0.0,0.0,0.0,30.0,,0.0,0.0,,4.0,1.0,0.0153
49126,1,2,2,8,427,4.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,4.0,1.0,0.0263
49178,1,2,2,8,545,10.0,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,,3.0,0.0,0.0
49367,1,1,2,8,545,5.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,4.0,1.0,0.0235
499,3,1,2,8,214,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,3.0,1.0,0.0417
50688,3,1,1,8,306,23.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,,4.0,1.0,0.0225
51429,-1,2,2,8,244,4.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,4.0,0.0,0.0
51670,1,1,1,8,658,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,4.0,1.0,0.0299
51706,1,-1,-1,8,693,2.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,,,
51762,2,2,2,8,812,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,2.0,0.0,0.0
52343,3,1,2,8,489,39.0,1.0,0.0,0.0,1.0,73.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0227
52476,3,1,2,8,214,2.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,4.0,1.0,0.0092
53483,3,1,2,8,214,2.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,3.0,0.0,0.0
53658,3,-1,2,8,306,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,
5484,1,1,2,8,30,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,2.0,0.0,0.0
5505,3,1,1,8,214,76.0,2.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,,4.0,1.0,0.0195
55092,3,1,1,8,306,6.0,0.0,0.0,0.0,1.0,8.0,,0.0,0.0,0.0,4.0,1.0,0.05
55143,1,1,1,8,427,0.0,0.0,0.0,0.0,0.0,4.0,,,0.0,,4.0,1.0,0.0374
55715,1,1,2,8,800,24.0,1.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,,3.0,0.0,0.0
56234,1,1,2,8,545,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,3.0,1.0,0.1923
56423,3,1,1,8,214,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,4.0,1.0,0.0128
56792,3,1,1,8,489,2.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,4.0,1.0,0.027999999999999997
57018,1,1,2,8,545,11.0,0.0,0.0,0.0,0.0,21.0,,0.0,0.0,,4.0,1.0,0.0234
57161,3,2,1,8,489,9.0,0.0,1.0,0.0,0.0,14.0,,0.0,0.0,,4.0,1.0,0.0196
57845,3,1,-1,8,214,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.0,1.0,0.0594
5825,1,1,2,8,885,293.0,28.0,2.0,6.0,0.0,470.0,0.21428571428571427,0.020477815699658702,0.01276595744680851,1.0,4.0,1.0,0.0167
58568,3,2,2,8,214,12.0,0.0,0.0,0.0,0.0,17.0,,0.0,0.0,,4.0,0.0,0.0
58728,1,1,1,8,800,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0357
59175,1,1,2,8,545,94.0,17.0,0.0,5.0,1.0,142.0,0.29411764705882354,0.05319148936170213,0.035211267605633804,1.0,4.0,1.0,0.0149
59727,1,-1,2,8,800,4.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,2.0,1.0,0.5
59820,2,1,2,8,812,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,4.0,1.0,0.0186
60293,2,1,2,8,623,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0425
60425,-1,2,2,8,244,14.0,0.0,0.0,0.0,2.0,29.0,,0.0,0.0,0.0,4.0,0.0,0.0
60861,3,1,2,8,489,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,4.0,1.0,0.0018
60950,3,1,2,8,214,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,2.0,0.0,0.0
61226,1,2,1,8,30,18.0,3.0,0.0,1.0,0.0,32.0,0.3333333333333333,0.05555555555555555,0.03125,1.0,4.0,1.0,0.0152
61531,3,1,-1,8,214,8.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,,4.0,1.0,0.0144
62085,2,1,2,8,812,2.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,4.0,1.0,0.0253
62164,2,1,2,8,124,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0721
62351,3,1,1,8,306,15.0,0.0,0.0,0.0,0.0,23.0,,0.0,0.0,,4.0,1.0,0.0202
62872,1,1,1,8,658,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.0,1.0,0.0083
62877,3,1,1,8,214,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,2.0,0.0,0.0
63006,3,1,-1,8,214,79.0,3.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,,4.0,1.0,0.0243
64467,3,1,1,8,214,2.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,4.0,1.0,0.0296
64974,3,2,2,8,214,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,4.0,1.0,0.035
65233,1,2,1,8,800,8.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,4.0,1.0,0.0318
65280,1,1,2,8,800,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.0,1.0,0.0571
6533,3,2,2,8,214,26.0,1.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,,4.0,1.0,0.0343
65520,1,1,1,8,30,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,4.0,1.0,0.0245
66088,3,1,2,8,214,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0284
66405,3,1,1,8,306,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,4.0,1.0,0.0368
67241,1,1,1,8,658,3.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,4.0,1.0,0.022000000000000002
6754,3,-1,2,8,214,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,3.0,0.0,0.0
67829,2,2,2,8,812,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,3.0,1.0,0.0417
68615,1,2,1,8,403,41.0,1.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,,4.0,1.0,0.0272
68767,1,1,1,8,545,17.0,0.0,0.0,0.0,0.0,12.0,,0.0,0.0,,4.0,1.0,0.0113
69209,1,1,1,8,800,3.0,0.0,0.0,0.0,1.0,7.0,,0.0,0.0,0.0,4.0,1.0,0.0168
69355,1,1,1,8,800,10.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,,4.0,1.0,0.0311
6998,1,2,2,8,545,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,4.0,1.0,0.0305
70352,3,2,2,8,306,3.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,4.0,1.0,0.0192
70353,1,1,2,8,885,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,3.0,1.0,0.025
70839,1,1,1,8,545,16.0,0.0,0.0,0.0,0.0,24.0,,0.0,0.0,,4.0,1.0,0.0259
70873,1,2,1,8,693,18.0,0.0,0.0,0.0,1.0,19.0,,0.0,0.0,0.0,4.0,1.0,0.0398
71110,1,1,2,8,658,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.0,1.0,0.0282
71553,-1,1,2,8,562,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,
72073,1,1,1,8,403,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,4.0,0.0,0.0
72471,3,1,1,8,214,2.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,,2.0,0.0,0.0
72767,-1,2,1,8,484,1.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0273
72771,1,2,1,8,658,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0464
72855,3,1,2,8,214,3.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,4.0,1.0,0.0297
73398,3,1,2,8,306,40.0,6.0,0.0,1.0,0.0,70.0,0.16666666666666666,0.025,0.014285714285714285,1.0,4.0,1.0,0.0466
73427,3,2,2,8,214,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,3.0,0.0,0.0
73755,1,2,2,8,545,5.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,2.0,0.0,0.0
7431,-1,2,2,8,244,3.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,3.0,1.0,0.0222
74517,1,1,2,8,800,2.0,0.0,1.0,0.0,0.0,2.0,,0.0,0.0,,4.0,1.0,0.0365
74616,3,2,1,8,214,4.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,,,,
74782,1,1,2,8,658,3.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,2.0,0.0,0.0
7498,1,1,2,8,885,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,4.0,1.0,0.0141
7528,3,1,2,8,214,2.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,3.0,1.0,0.0278
75525,-1,-1,1,8,857,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.0,1.0,0.0641
75750,2,1,2,8,812,6.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,,3.0,1.0,0.0476
75877,1,1,2,8,545,6.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,4.0,1.0,0.0229
76270,1,1,2,8,885,4.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,,4.0,1.0,0.0118
76924,1,1,2,8,545,0.0,0.0,0.0,0.0,0.0,8.0,,,0.0,,4.0,1.0,0.0197
77074,2,1,1,8,355,1.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,3.0,0.0,0.0
77488,3,2,2,8,214,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,2.0,0.0,0.0
77571,3,2,2,8,489,8.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,,4.0,1.0,0.0295
77709,3,1,2,8,214,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,3.0,1.0,0.0513
77837,3,1,2,8,214,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,4.0,1.0,0.0124
78020,3,1,2,8,214,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,3.0,1.0,0.0833
78335,1,2,2,8,30,3.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,4.0,1.0,0.0342
78694,-1,1,2,8,244,49.0,7.0,2.0,1.0,0.0,54.0,0.14285714285714285,0.02040816326530612,0.018518518518518517,1.0,4.0,1.0,0.0184
7881,1,1,2,8,885,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,4.0,1.0,0.0305
79106,2,2,2,8,623,3.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,4.0,1.0,0.0317
79520,3,1,1,8,489,7.0,0.0,1.0,0.0,0.0,10.0,,0.0,0.0,,4.0,1.0,0.0184
79636,3,1,2,8,489,12.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,,4.0,1.0,0.0215
80030,1,1,2,8,693,19.0,0.0,0.0,0.0,1.0,18.0,,0.0,0.0,0.0,4.0,1.0,0.0201
80462,1,2,1,8,30,10.0,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,,4.0,1.0,0.039
80704,-1,2,1,8,717,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,4.0,1.0,0.0769
80872,3,1,1,8,214,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.0,1.0,0.0365
81462,3,2,2,8,489,12.0,0.0,0.0,0.0,0.0,18.0,,0.0,0.0,,4.0,1.0,0.0069
81495,2,2,2,8,812,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,0.0,0.0
8155,1,-1,1,8,800,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.0,1.0,0.0642
81595,3,2,1,8,214,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,0.0,0.0
81708,3,1,1,8,489,11.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,,4.0,1.0,0.0202
81733,-1,-1,1,8,857,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,3.0,1.0,0.0909
81848,3,2,1,8,214,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,3.0,1.0,0.0714
83048,3,2,-1,8,214,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,0.0,,3.0,0.0,0.0
83144,1,1,2,8,693,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.0,1.0,0.0435
83384,3,2,2,8,306,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,3.0,0.0,0.0
84389,3,1,2,8,489,10.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,,4.0,1.0,0.0197
84409,1,2,1,8,800,12.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,,4.0,1.0,0.0243
8466,1,2,2,8,545,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,4.0,1.0,0.0444
84875,1,2,1,8,30,4.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,4.0,1.0,0.0592
85557,1,1,2,8,800,4.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,,4.0,1.0,0.0282
85719,1,1,1,8,800,4.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,4.0,0.0,0.0
86521,1,1,1,8,403,4.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,4.0,1.0,0.0407
86619,3,1,1,8,306,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,4.0,1.0,0.0377
86942,3,1,2,8,214,2.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,4.0,1.0,0.0244
87655,1,-1,1,8,30,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,,,
88295,3,2,1,8,489,13.0,0.0,0.0,0.0,2.0,24.0,,0.0,0.0,0.0,4.0,1.0,0.016
88422,3,1,2,8,489,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,,
88710,3,1,-1,8,214,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,
88975,3,1,1,8,214,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,4.0,1.0,0.0431
89555,1,1,2,8,677,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,3.0,1.0,0.037000000000000005
89802,1,1,2,8,545,2.0,0.0,1.0,0.0,0.0,7.0,,0.0,0.0,,4.0,1.0,0.0121
901,3,2,1,8,214,4.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,4.0,1.0,0.0315
90294,3,1,1,8,214,10.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,,4.0,1.0,0.0378
90621,3,1,2,8,306,20.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,,4.0,1.0,0.0613
91393,-1,1,2,8,244,14.0,3.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,,4.0,1.0,0.038
91437,1,-1,1,8,545,4.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,,,
91957,3,1,2,8,214,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,4.0,1.0,0.0086
92394,3,1,2,8,306,8.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,,3.0,1.0,0.04
92909,1,2,2,8,885,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,4.0,1.0,0.0177
9315,-1,2,2,8,244,2.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,4.0,1.0,0.0328
93169,3,1,2,8,214,8.0,0.0,0.0,0.0,0.0,18.0,,0.0,0.0,,4.0,1.0,0.0287
93295,1,2,2,8,30,6.0,0.0,0.0,0.0,0.0,11.0,,0.0,0.0,,4.0,1.0,0.0308
93490,2,1,1,8,812,10.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,,3.0,1.0,0.0408
943,3,1,2,8,489,4.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,4.0,1.0,0.0299
94441,3,1,1,8,214,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,,,
94482,1,2,1,8,658,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,4.0,1.0,0.008
94561,1,1,2,8,885,5.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,,4.0,1.0,0.011000000000000001
94704,3,1,2,8,214,6.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,,4.0,1.0,0.0363
94944,1,1,2,8,800,20.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,,4.0,1.0,0.044000000000000004
9522,3,-1,-1,8,214,2.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,1.0,0.0,0.0
95327,1,-1,1,8,800,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,2.0,0.0,0.0
95735,1,1,1,8,427,1.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,,4.0,1.0,0.0581
